text,img,label
爆炸消息中国移动9月1日起对微信微博收费两种收费标准1包月10元月2按条数收费100条以下免费600条5元600至1200条10元超过1200条每条收两分钱联通牵手百度制衡微信电信与网易合作以翼信对抗微信中移动对微信收费的同时还要给电信上缴长途光缆租赁费以及流量网间结算费,581,1
让洞于民 避暑纳凉7月1日杭州市民在吴山游艺场防空洞内纳凉时打牌消遣当日浙江杭州10个避暑纳凉点5000多平方米防空洞开始免费接待市民这也是杭州连续第10年在高温时节让洞于民避暑纳凉避暑纳凉的防空洞上海有木有 via 新华视点 新华社记者韩传号 摄,3809,0
星娱星乐当听到你掉粉了的时候唱Forever alone,3075,0
湾仔码头水饺吃出饰品珠子网友minami_e 爆料女儿在湾仔码头WanChaiFerry 的水饺里竟然吃出了2颗饰品珠子承诺产品质量安全的湾仔码头安全何在难道我们有幸吃到了戴耳环的时髦猪真是三生有幸啊衰这哪儿是湾仔码头分明是湾仔河蚌水饺,1508,1
你一生气对方就立刻听你的那是怕你怕是因为爱如果你一发嗲对方就立刻听你的那是宠你宠也是因为爱如果你一难过对方就立刻听你的那是疼你疼也是因为爱但如果不管你做什么他都不愿让步就知道吵架那爱究竟在哪对你好有三个标志要么怕你要么宠你要么疼你失恋专属,4090,0
土豪和白富美高富帅都兴致勃勃的出门过洋人的清明节去了比过年三十还兴奋你们是为了在洋人的清明节纪念先人还是特么为了造人啊抠鼻,4677,0
今天终于亲眼见到了城管暴力执法真是往死里打啊一群年轻力壮的城管围殴一个板车小贩而且下死手根本不管是不是要害图中人已经被按在车上了后脑脊柱等致命部位暴露无遗如果不是围观群众上来解围恐怕非死即残山东那哥们必然也是这么被打残废的操谁他妈给你们权力这么对待老百姓的 ,956,1
天涯的网友果然是神人啊via 四时之祭化身孙萌萌脑残粉PS这设计对白加得神了表情相当到位有木有,3179,0
港媒5问全运宫女内斗太监互掐 东道主黑手没人管翻看历史第9届广东全运广东695枚金牌排名第1第10届江苏全运江苏56枚金牌排名第1第11届山东全运山东63枚金牌排名第1四年一届全运会似乎演起了宫心计大公报撰文5问全运会东道主下黑手为何没人管全文,4874,0
这新闻看得我彻底凌乱了堪比大片啊广州伪娘coser 遭黑人强暴路过维吾尔族商贩拔刀相助这信息量,58,1
据爆料给留几手郑渊洁何润东等每人10万元让他们在同一时间发微博黑苹果品牌的某公关公司受雇于三星该公司相关人士此前和上述人士联系询问是原创还是写好微博内容发给他们留几手和郑渊洁都是玩笔头子的但何润东这胸无点墨的坑爹货直接把私信内容中的发布时间也当成内容发出来了转,548,1
读书遇见更好的自己读书并不能让人一夜暴富为什么还要读不读书世界就和纸一样单薄而读书的人则能从每本书里看到这世界的不同侧面学识与情感都在阅读中自然丰厚读书正是为了遇见更好的自己,4894,0
真正爱你的男人会在你面前摘下他成熟的面具via 猫妮儿,3162,0
儿子相亲30次都没感觉 老爸陪子寻心中女神儿子两年前在徐东搭一女孩前往机场女孩像个邻家妹妹热情活泼两人聊得很合得来两年间父母安排30次相亲儿子都没感觉担心24岁的儿子熬成剩男父亲陪儿子走进校园散发传单寻找那位女孩现在女神难找哇楚天都市报,4420,0
都市情缘现在还没睡的夜猫出来聊会天啦话筒话筒说不定能找到每天晚上陪你聊天的人哟,4502,0
杨澜专访陈坤陈坤 这个世界上所有的事情都不是应该做的我觉得唯一一件事情要做的是要把你的心找到让你回到你自己原本的样子你才做任何事情都会有意义你才会觉得快乐,3771,0
CCTV今天播出交通新规1闯红灯记6分罚100元2 酒驾记12分5年内不得再考取驾照3 不系安全带记3分罚100元4 副驾不系安全带记1分罚50元5 行驶中拨打手机记3分罚100元6 行驶中抽烟记1分罚100元7 有意遮挡号牌记12分顶额处罚8 超速驾驶记6分9 副驾驶有不满14周岁乘坐的记6分罚300元转,1855,1
郭美美Baby 死于澳门你信吗网友 Tinysalt 微博爆料郭美美死于澳门称消息已封锁长达半个月亲属已进行交涉骨火六月将送回大陆,2191,1
女人衰老的原因一缺气二寒气三肾亏应该每天早上三片生姜一杯蜂蜜水三颗红枣两天一瓶酸奶平时多吃鸭血猪血特别提醒例假时期不能吃海带海鲜香蕉西红柿梳头百穴洗完澡用电吹风吹肚脐眼丹田低血糖吹腰月经不调吹后脑勺,3926,0
男人对女人的伤害不一定是他爱上了别人而是在她有所期待的时候让她失望在她脆弱的时候没有给她应有的安慰,3320,0
含泪揭露一只幼猴紧紧搂住即将被活取猴脑的妈妈转 地球都哭了,1584,1
动图好奇心旺盛的猫头鹰好可爱啊心,3256,0
赶紧牢记下新交规施行闯红灯记6分罚100元酒驾记12分5年内不得再考取驾照不系安全带记3分罚100元副驾不系安全带记1分罚50元行驶中拨打手机记3分罚100元行驶中抽烟记1分罚100元有意遮挡号牌记12分顶额处罚超速驾驶记6分副驾驶有不满14周岁乘坐的记6分罚300元转,1424,1
若本届伦敦奥运会结束后中国代表团能在金牌榜上排第一现决定参与转发本微博并关注a href,983,1
西南大学肛囊4代震撼来袭这个西大style真是完爆重庆其他所有版本人人爱重庆,4133,0
在工信部运营商双重压力下小马哥最终没能顶住微信收费可能将于7月1日开始收费标准信息5分条语音1毛条按这样的标准有多少人会放弃微信其实中国人的微信使用已经包含了流量费如果微信收费那么微博没理由不收费微信如果收费了大家还用么,1945,1
诶呀刚才主页君太着急啦小浪的才是超大图点开看原大黄晓明海报组图新浪娱乐讯 定于4月25日公映的白发魔女传之明月天国日前再发重磅白发版海报范冰冰首度全曝光魔女造型并以大尺度白发及腰半裸扮相色诱黄晓明 分享自 新浪娱乐,4886,0
美国高二的数学请用一句话概况你的感受,1031,1
我不知道自己的一生意义何在希望至少有一点为你的一生打个前站 王朔致女儿书 晚安,3437,0
反日不要坑同胞据重庆商报网友重庆莫若 说他的日产越野车停沙坪坝被爱国青年下螺丝比砸车还吓人这些疯狂又愚蠢的傻货要是车主是个毫无经验的新手未能及时发现咋办这可真的能要人命啊不仅是车主遭殃路人也会遭殃 请大家理智爱国勿伤同胞转,631,1
蒋勤勤比基尼湿身出镜 展露好身材近日适逢国庆长假蒋勤勤 带儿子老虎及父母亲友出国旅游大方在微博晒出自己的比基尼照蒋勤勤身穿一套黑色比基尼身形姣好在泳池中露出裸背她还笑称在微博贴出比基尼湿身照就是为了臭美一下花心花心详情,4331,0
纪念日四年一晃眼或许你谈了一场刻骨铭心的恋爱或许你收获了会陪伴一生的友谊不管怎样烙在心上的东西忘不了丢不掉就像当初跨进百度李敏镐吧一样怀着憧憬带着一路或欢笑或荆棘走到现在未来的五年六年许多年还要看到那么多怀着相同信念的姑娘一起欢笑四周年我们在这里百度李敏镐吧,3436,0
震惊 北大学生强奸母猪江苏籍北大学生小马爆料前段时间跟同学张某回老家安徽游玩结果张某居然让他用手机拍自己强奸母猪张某一边对圈里的母猪实施奸淫一边让他帮忙拍下照片作纪念待张某发泄完毕还要拉他也来试试微评国内最高学府竟有如此学生到底扇了谁的脸by木尔,259,1
城管为了赶走路边卖小动物的小贩把小贩的小动物全部活活踩死因为小贩收摊慢了点城管把小动物活活摔死有小狗小兔子小乌龟和宠物鼠小兔子被踩扁了小狗的嘴里被踩出了鲜血好多动物都摔成一团就算你要管理但是也请你们珍惜生命,1607,1
热门美女榜来自江西萍乡的女孩歪爱斯 一个俏皮妩媚的性感女郎感谢投稿欢迎私信或推星star 投稿你将有机会签约娱森国际 参与影视剧的拍摄美女日刊,3815,0
请玻璃心朋友不要动不动就说这是虐狗好吗 这是与宠物的互动和服从性的训练 行啊你家狗狗不训练天天满屋子给擦屎擦尿出去溜达撒手就没半夜乱叫见人就吠就是爱宠之人了我给你点个赞嘻嘻我上次看见微博宠物 转发了个狗主人在狗头上放了个鞋子的图就被批判了 玻璃心伤不起啊泪,4251,0
希望传闻是真的保罗沃克还没有死,925,1
影像志北京惊现秒杀Google的办公室 到办公室上班还能攀岩滑滑梯带宠物办公楼有热带雨林露天烧烤台吧台还有跑步机乒乓球台羽毛球馆近日在网上晒出一组某办公室的图片实在让人羡慕这是真的吗这样的上班地点可以有啊,3230,0
365个宝宝儿歌天天一首陪着你还在网上盲目的搜索优质儿歌资源么不要浪费时间啦育网亲子资源频道精心准备了380个全球最好听的儿歌视频推荐给您琅琅上口的旋律宝宝爱听也容易跟着学短小精悍便于宝宝记忆,4236,0
证实芙蓉姐姐 自杀抢救无效起因是怀孕三个月被男朋友抛弃又被其骗走所有钱财房产不辞而别芙蓉姐姐吞下50颗安眠药后割脉自杀 ,963,1
这一秒不放弃下一秒就会有希望1人生像杯没糖咖啡喝起来苦涩回味却有久久余香2人生是场旅行不在乎目的地在乎的是沿途的风景以及看风景的心情3人生是条坎坷曲折路即使不断的跌倒也一定要爬起来坚持自己的梦想4记住这一秒不放弃下一秒就会有希望,4514,0
社会热点2013年1月1交通新规1闯红灯记6分2酒驾5年内不得再考取驾照3不系安全带记3分4副驾不系安全带记1分5行驶途中拨打手机记3分6行驶途中抽烟记1分7有意遮挡号牌记12分顶额处罚8超速驾驶记6分,644,1
酸辣肥牛粉1粉丝热水泡开油菜焯水蒜苗切丝2油热爆香葱姜蒜入郫县豆瓣酱炒出红油入清水加料酒糖盐陈醋调味3水开后放入肥牛片和泡好的粉丝4焯好的油菜铺底肥牛片变色后盛出洒上蒜苗丝5锅加油烧热后炸干辣椒和花椒炸香后浇在蒜苗丝上即可 做健康美食推荐关注美食健康顾问,4678,0
请转发紧急发布刚收到家长私信我实在没粉丝请各位名人与好心人帮忙转发一下刘皓曦男三岁3个月9月1号在陕西渭南北关村被拐家里非常着急求大家把照片转下去发现线索马上与他爸刘成恩18691963447联系10万寻子你每转发一次都有可能带给他一次希望举手之劳好人有好报,1325,1
Mac版的QQ终于出现重大更新了可以视频聊天了,3719,0
有需北京户口的青年请速洗干净到湖北大厦报名咨询著名女士也可报名,1989,1
感谢网友的报料517电信日中国移动 的4G TDLTE在广州大学城的环岛公交线路上可以亲身体验了下行速度100Mbps达到主流宽带的25倍中国移动广东公司 给力呀,2984,0
赶紧牢记下新交规施行闯红灯记6分罚100元酒驾记12分5年内不得再考取驾照不系安全带记3分罚100元副驾不系安全带记1分罚50元行驶中抽烟记1分罚100元有意遮挡号牌记12分顶额处罚超速驾驶记6分副驾驶有不满14周岁乘坐的记6分罚300元,69,1
50的人把百度当做搜索引擎而另外50的人用它来检查网络是否连接中枪多少 转,5065,0
袖珍小猴走红网络高智慧宠物不好养昨天一只宠物猴的照片风靡网络据了解这种猴名为石猴系国家唯一允许个人饲养的宠物猴但必须在合法商贩处购买但石猴并不易养有网友表示石猴性格太过活泼很皮模仿力很高有的时候会自己打开煤气阀门拿着打火机玩很危险衰,1699,1
